timestamp,magnitude,error
2024-06-01T00:00:01.476890054+00:00,14.2302,0.05
2024-06-01T00:00:02.580123620+00:00,14.1699,0.05
2024-06-01T00:00:03.445364432+00:00,14.0717,0.05
2024-06-01T00:00:05.839603481+00:00,13.3918,0.05
2024-06-01T00:00:06.670626247+00:00,13.1203,0.05
2024-06-01T00:00:08.142053333+00:00,12.8519,0.05
2024-06-01T00:00:08.615522426+00:00,12.7594,0.05
2024-06-01T00:00:09.091691890+00:00,12.701,0.05
2024-06-01T00:00:20.428592289+00:00,13.5291,0.05
2024-06-01T00:00:20.976760379+00:00,13.3241,0.05
2024-06-01T00:00:29.153931555+00:00,13.8492,0.05
2024-06-01T00:00:29.386075368+00:00,13.964,0.05
2024-06-01T00:00:31.084466425+00:00,14.1928,0.05
2024-06-01T00:00:33.969122779+00:00,13.9378,0.05
2024-06-01T00:00:38.408162283+00:00,12.795,0.05
2024-06-01T00:00:40.160415396+00:00,12.7763,0.05
2024-06-01T00:00:46.238800798+00:00,14.227,0.05
2024-06-01T00:00:46.420985952+00:00,14.1828,0.05
2024-06-01T00:00:50.331481934+00:00,13.4274,0.05
2024-06-01T00:00:51.971012724+00:00,13.1003,0.05
2024-06-01T00:00:56.504946604+00:00,13.053,0.05
2024-06-01T00:00:56.836349439+00:00,13.1102,0.05
2024-06-01T00:01:00.080053288+00:00,14.1013,0.05
2024-06-01T00:01:00.413267907+00:00,14.1109,0.05
2024-06-01T00:01:08.300986317+00:00,12.7417,0.05
2024-06-01T00:01:13.497916800+00:00,13.6291,0.05
2024-06-01T00:01:13.958187471+00:00,13.7514,0.05
2024-06-01T00:01:15.719251686+00:00,14.1122,0.05
2024-06-01T00:01:21.876787515+00:00,12.9676,0.05
2024-06-01T00:01:27.177771868+00:00,13.2896,0.05
2024-06-01T00:01:30.114477034+00:00,14.0627,0.05
2024-06-01T00:01:34.031514735+00:00,13.92,0.05
2024-06-01T00:01:35.385439595+00:00,13.5194,0.05
2024-06-01T00:01:41.279889030+00:00,12.9981,0.05
2024-06-01T00:01:44.485627999+00:00,13.9527,0.05
2024-06-01T00:01:46.976983886+00:00,14.2533,0.05
2024-06-01T00:01:47.269719568+00:00,14.2115,0.05
2024-06-01T00:01:48.082793912+00:00,14.1637,0.05
2024-06-01T00:01:56.837333277+00:00,13.2325,0.05
2024-06-01T00:01:58.262950603+00:00,13.669,0.05
