timestamp,magnitude,error
2024-06-01T00:00:03.410744890+00:00,10.0013,0.05
2024-06-01T00:00:04.139302676+00:00,10.0361,0.05
2024-06-01T00:00:08.819098985+00:00,10.0787,0.05
2024-06-01T00:00:09.088770671+00:00,10.0909,0.05
2024-06-01T00:00:12.655622520+00:00,10.0467,0.05
2024-06-01T00:00:12.828975891+00:00,10.0001,0.05
2024-06-01T00:00:17.698777660+00:00,9.9982,0.05
2024-06-01T00:00:27.498826261+00:00,10.0135,0.05
2024-06-01T00:00:32.894874580+00:00,10.118,0.05
2024-06-01T00:00:34.839328539+00:00,10.0296,0.05
2024-06-01T00:00:35.068402436+00:00,10.0582,0.05
2024-06-01T00:00:36.839745596+00:00,10.006,0.05
2024-06-01T00:00:39.698236188+00:00,10.0057,0.05
2024-06-01T00:00:41.215007611+00:00,10.0555,0.05
2024-06-01T00:00:43.883149450+00:00,10.0459,0.05
2024-06-01T00:00:45.537023627+00:00,10.0518,0.05
2024-06-01T00:00:46.061321704+00:00,10.0037,0.05
2024-06-01T00:00:47.292499520+00:00,10.0623,0.05
2024-06-01T00:00:47.357127146+00:00,10.1273,0.05
2024-06-01T00:00:49.721096828+00:00,10.0359,0.05
2024-06-01T00:00:57.809401632+00:00,10.1237,0.05
2024-06-01T00:00:58.731259322+00:00,9.9514,0.05
2024-06-01T00:00:59.643568214+00:00,10.0601,0.05
2024-06-01T00:01:28.303263322+00:00,10.1008,0.05
2024-06-01T00:01:32.761566181+00:00,10.2421,0.05
2024-06-01T00:01:33.967511477+00:00,10.232,0.05
2024-06-01T00:01:34.413388380+00:00,10.1571,0.05
2024-06-01T00:01:40.247284096+00:00,10.2311,0.05
2024-06-01T00:01:43.930808038+00:00,10.2812,0.05
2024-06-01T00:01:44.165704551+00:00,10.2883,0.05
2024-06-01T00:01:44.261290016+00:00,10.2181,0.05
2024-06-01T00:01:46.641714790+00:00,10.1549,0.05
2024-06-01T00:01:51.274001296+00:00,10.2249,0.05
2024-06-01T00:01:53.611553814+00:00,10.3005,0.05
2024-06-01T00:01:54.272202772+00:00,10.3563,0.05
2024-06-01T00:01:54.917946363+00:00,10.2727,0.05
2024-06-01T00:01:56.184121237+00:00,10.2555,0.05
2024-06-01T00:01:56.966907242+00:00,10.3787,0.05
2024-06-01T00:01:58.205146844+00:00,10.3038,0.05
2024-06-01T00:01:58.962322915+00:00,10.2414,0.05
2024-06-01T00:02:04.114016717+00:00,10.3058,0.05
2024-06-01T00:02:04.214286683+00:00,10.351,0.05
2024-06-01T00:02:05.777029065+00:00,10.3142,0.05
2024-06-01T00:02:09.723055528+00:00,10.3642,0.05
2024-06-01T00:02:10.131130675+00:00,10.2698,0.05
2024-06-01T00:02:10.283988015+00:00,10.2773,0.05
2024-06-01T00:02:14.891683743+00:00,10.3232,0.05
2024-06-01T00:02:15.950676338+00:00,10.3454,0.05
2024-06-01T00:02:16.591655599+00:00,10.3725,0.05
2024-06-01T00:02:16.879852119+00:00,10.3857,0.05
2024-06-01T00:02:24.026708970+00:00,10.4863,0.05
2024-06-01T00:02:24.679126901+00:00,10.3606,0.05
2024-06-01T00:02:26.722149116+00:00,10.3853,0.05
2024-06-01T00:02:30.550295726+00:00,10.3837,0.05
2024-06-01T00:02:31.570018285+00:00,10.4591,0.05
2024-06-01T00:02:34.538840763+00:00,10.4721,0.05
2024-06-01T00:02:37.061990047+00:00,10.418,0.05
2024-06-01T00:02:41.595492927+00:00,10.5346,0.05
2024-06-01T00:02:42.339565026+00:00,10.4261,0.05
2024-06-01T00:02:48.779147543+00:00,10.5175,0.05
2024-06-01T00:02:58.537987542+00:00,10.5653,0.05
2024-06-01T00:02:59.247633220+00:00,10.4547,0.05
2024-06-01T00:02:59.289246020+00:00,10.5324,0.05
2024-06-01T00:03:02.439944313+00:00,10.4095,0.05
2024-06-01T00:03:05.284798592+00:00,10.5595,0.05
2024-06-01T00:03:05.290081210+00:00,10.4825,0.05
2024-06-01T00:03:11.663803180+00:00,10.5661,0.05
2024-06-01T00:03:12.750638705+00:00,10.5763,0.05
2024-06-01T00:03:17.585647526+00:00,10.6024,0.05
2024-06-01T00:03:18.073649141+00:00,10.5943,0.05
2024-06-01T00:03:26.653716298+00:00,10.5787,0.05
2024-06-01T00:03:27.801470454+00:00,10.5634,0.05
2024-06-01T00:03:37.416241979+00:00,10.591,0.05
2024-06-01T00:03:39.401793425+00:00,10.5519,0.05
2024-06-01T00:03:45.578710568+00:00,10.595,0.05
2024-06-01T00:03:47.177330316+00:00,10.5933,0.05
2024-06-01T00:03:49.617671941+00:00,10.5754,0.05
2024-06-01T00:03:56.166378458+00:00,10.5412,0.05
2024-06-01T00:03:56.213472585+00:00,10.5597,0.05
2024-06-01T00:04:01.552260319+00:00,10.4863,0.05
2024-06-01T00:04:02.839848825+00:00,10.6001,0.05
2024-06-01T00:04:06.573114828+00:00,10.6268,0.05
2024-06-01T00:04:09.265673375+00:00,10.5045,0.05
2024-06-01T00:04:10.282425242+00:00,10.621,0.05
2024-06-01T00:04:12.177021652+00:00,10.606,0.05
2024-06-01T00:04:13.229310323+00:00,10.5633,0.05
2024-06-01T00:04:18.102530647+00:00,10.5903,0.05
2024-06-01T00:04:18.851144445+00:00,10.649,0.05
2024-06-01T00:04:19.395992735+00:00,10.5676,0.05
2024-06-01T00:04:19.833494051+00:00,10.6093,0.05
2024-06-01T00:04:25.127521733+00:00,10.6151,0.05
2024-06-01T00:04:27.276265189+00:00,10.5659,0.05
2024-06-01T00:04:32.994960056+00:00,10.6316,0.05
2024-06-01T00:04:33.027193065+00:00,10.6073,0.05
2024-06-01T00:04:34.705639780+00:00,10.5786,0.05
