timestamp,magnitude,error
2024-06-01T00:00:00.250150141+00:00,8.655,0.05
2024-06-01T00:00:02.367576016+00:00,7.6425,0.05
2024-06-01T00:00:03.251879890+00:00,7.3767,0.05
2024-06-01T00:00:15.490196526+00:00,8.5512,0.05
2024-06-01T00:00:16.842007148+00:00,8.9282,0.05
2024-06-01T00:00:18.834971951+00:00,8.1403,0.05
2024-06-01T00:00:19.397319506+00:00,7.8672,0.05
2024-06-01T00:00:21.233725417+00:00,7.2625,0.05
2024-06-01T00:00:22.027312548+00:00,7.4053,0.05
2024-06-01T00:00:22.323622940+00:00,7.5095,0.05
2024-06-01T00:00:22.400851706+00:00,7.4872,0.05
2024-06-01T00:00:25.884589857+00:00,8.8785,0.05
2024-06-01T00:00:26.487089335+00:00,8.6514,0.05
2024-06-01T00:00:32.586165516+00:00,8.2942,0.05
2024-06-01T00:00:33.564524384+00:00,8.6955,0.05
2024-06-01T00:00:35.598699434+00:00,8.5272,0.05
2024-06-01T00:00:39.046576306+00:00,7.3764,0.05
2024-06-01T00:00:39.787690572+00:00,7.5967,0.05
2024-06-01T00:00:39.812486853+00:00,7.4565,0.05
2024-06-01T00:00:44.777778701+00:00,8.3144,0.05
2024-06-01T00:00:45.053628379+00:00,8.1366,0.05
2024-06-01T00:00:50.902685748+00:00,8.7241,0.05
2024-06-01T00:00:51.983515377+00:00,8.8569,0.05
2024-06-01T00:00:54.701721319+00:00,7.6686,0.05
2024-06-01T00:00:57.527722620+00:00,7.6096,0.05
2024-06-01T00:00:58.218216320+00:00,7.9458,0.05
2024-06-01T00:01:06.444084163+00:00,7.745,0.05
2024-06-01T00:01:08.058906819+00:00,8.5601,0.05
2024-06-01T00:01:09.888369559+00:00,8.819,0.05
2024-06-01T00:01:09.987548846+00:00,8.6625,0.05
2024-06-01T00:01:17.550653368+00:00,8.7858,0.05
2024-06-01T00:01:19.087242251+00:00,8.7482,0.05
2024-06-01T00:01:21.643387100+00:00,7.4727,0.05
2024-06-01T00:01:23.041679409+00:00,7.2665,0.05
2024-06-01T00:01:23.761671471+00:00,7.572,0.05
2024-06-01T00:01:27.561412069+00:00,8.7077,0.05
2024-06-01T00:01:28.298329611+00:00,8.5415,0.05
2024-06-01T00:01:29.228636390+00:00,7.9799,0.05
2024-06-01T00:01:33.239799739+00:00,7.9217,0.05
2024-06-01T00:01:34.025073771+00:00,8.3862,0.05
2024-06-01T00:01:40.222924464+00:00,7.1842,0.05
2024-06-01T00:01:46.360246570+00:00,8.1459,0.05
2024-06-01T00:01:49.908362180+00:00,7.5276,0.05
2024-06-01T00:01:51.602622199+00:00,8.447,0.05
2024-06-01T00:01:53.583815520+00:00,8.7356,0.05
2024-06-01T00:01:54.311836192+00:00,8.5791,0.05
2024-06-01T00:01:56.903102706+00:00,7.3987,0.05
2024-06-01T00:01:57.295976967+00:00,7.2328,0.05
2024-06-01T00:01:58.660272994+00:00,7.5316,0.05
2024-06-01T00:01:59.052508056+00:00,7.7041,0.05
2024-06-01T00:02:02.831975601+00:00,8.7548,0.05
2024-06-01T00:02:06.099097495+00:00,7.278,0.05
2024-06-01T00:02:09.587489447+00:00,8.6167,0.05
2024-06-01T00:02:12.774773808+00:00,8.1499,0.05
2024-06-01T00:02:15.391435747+00:00,7.2492,0.05
2024-06-01T00:02:26.988515394+00:00,8.5648,0.05
2024-06-01T00:02:27.197019734+00:00,8.6389,0.05
2024-06-01T00:02:28.145542876+00:00,8.8444,0.05
2024-06-01T00:02:28.606800414+00:00,8.8507,0.05
2024-06-01T00:02:36.703250409+00:00,8.8596,0.05
2024-06-01T00:02:37.523529389+00:00,8.7567,0.05
2024-06-01T00:02:38.073376113+00:00,8.6176,0.05
2024-06-01T00:02:41.052730776+00:00,7.3555,0.05
2024-06-01T00:02:49.819492837+00:00,7.262,0.05
2024-06-01T00:02:52.497773277+00:00,8.1878,0.05
2024-06-01T00:02:53.943976929+00:00,8.7855,0.05
2024-06-01T00:03:06.959432925+00:00,7.3638,0.05
2024-06-01T00:03:10.704020240+00:00,8.469,0.05
2024-06-01T00:03:15.814807675+00:00,7.4001,0.05
2024-06-01T00:03:17.516202639+00:00,7.4943,0.05
2024-06-01T00:03:24.661223653+00:00,7.367,0.05
2024-06-01T00:03:25.022577174+00:00,7.2576,0.05
2024-06-01T00:03:27.418218390+00:00,8.0877,0.05
2024-06-01T00:03:29.175854015+00:00,8.8747,0.05
2024-06-01T00:03:31.249676780+00:00,8.3615,0.05
2024-06-01T00:03:34.210379400+00:00,7.3067,0.05
2024-06-01T00:03:35.073387259+00:00,7.5703,0.05
2024-06-01T00:03:35.510669526+00:00,7.7341,0.05
2024-06-01T00:03:38.630643538+00:00,8.8261,0.05
