timestamp,magnitude,error
2024-06-01T00:00:01.444886290+00:00,13.545,0.05
2024-06-01T00:00:05.162973340+00:00,13.4686,0.05
2024-06-01T00:00:13.186007364+00:00,13.4386,0.05
2024-06-01T00:00:18.654656036+00:00,13.5106,0.05
2024-06-01T00:00:20.363719373+00:00,13.487,0.05
2024-06-01T00:00:26.514491496+00:00,13.5025,0.05
2024-06-01T00:00:31.381350108+00:00,13.437,0.05
2024-06-01T00:00:35.484193203+00:00,13.4216,0.05
2024-06-01T00:00:37.752423539+00:00,13.5057,0.05
2024-06-01T00:00:43.867104005+00:00,13.3863,0.05
2024-06-01T00:00:45.306228081+00:00,13.4967,0.05
2024-06-01T00:00:50.095426809+00:00,13.4988,0.05
2024-06-01T00:00:55.634002605+00:00,13.4818,0.05
2024-06-01T00:01:03.424577412+00:00,13.4257,0.05
2024-06-01T00:01:06.135122907+00:00,13.4237,0.05
2024-06-01T00:01:08.382352224+00:00,13.4508,0.05
2024-06-01T00:01:11.659852075+00:00,13.4123,0.05
2024-06-01T00:01:22.532470544+00:00,13.4465,0.05
2024-06-01T00:01:23.034257189+00:00,13.5119,0.05
2024-06-01T00:01:32.810669795+00:00,13.5361,0.05
2024-06-01T00:01:34.179258689+00:00,13.4718,0.05
2024-06-01T00:01:37.708351838+00:00,13.5505,0.05
2024-06-01T00:01:40.604632632+00:00,13.5499,0.05
2024-06-01T00:01:40.635774576+00:00,13.5922,0.05
2024-06-01T00:01:56.765040482+00:00,13.6018,0.05
2024-06-01T00:01:57.224998383+00:00,13.6228,0.05
2024-06-01T00:02:00.296491461+00:00,13.6084,0.05
2024-06-01T00:02:01.449260353+00:00,13.6318,0.05
2024-06-01T00:02:01.622016551+00:00,13.5416,0.05
2024-06-01T00:02:02.833165524+00:00,13.5916,0.05
2024-06-01T00:02:03.854565943+00:00,13.5978,0.05
2024-06-01T00:02:05.291360571+00:00,13.5936,0.05
2024-06-01T00:02:07.687830120+00:00,13.6276,0.05
2024-06-01T00:02:08.844155692+00:00,13.6383,0.05
2024-06-01T00:02:11.504483791+00:00,13.6355,0.05
2024-06-01T00:02:13.407108668+00:00,13.6175,0.05
2024-06-01T00:02:18.516396770+00:00,13.6071,0.05
2024-06-01T00:02:19.507579737+00:00,13.6827,0.05
2024-06-01T00:02:22.262311079+00:00,13.6586,0.05
2024-06-01T00:02:24.709986135+00:00,13.6086,0.05
2024-06-01T00:02:29.700118219+00:00,13.6503,0.05
2024-06-01T00:02:29.875685163+00:00,13.5886,0.05
2024-06-01T00:02:32.798814816+00:00,13.6641,0.05
2024-06-01T00:02:33.427052161+00:00,13.6556,0.05
2024-06-01T00:02:35.045045140+00:00,13.6426,0.05
2024-06-01T00:02:35.487909426+00:00,13.7295,0.05
2024-06-01T00:02:35.575205613+00:00,13.62,0.05
2024-06-01T00:02:40.144985778+00:00,13.6992,0.05
2024-06-01T00:02:40.780124674+00:00,13.759,0.05
2024-06-01T00:02:46.629909497+00:00,13.7181,0.05
2024-06-01T00:02:49.557646824+00:00,13.6746,0.05
2024-06-01T00:02:50.027559252+00:00,13.6305,0.05
2024-06-01T00:03:00.150230122+00:00,13.6188,0.05
2024-06-01T00:03:04.982884047+00:00,13.6529,0.05
2024-06-01T00:03:06.348229546+00:00,13.6405,0.05
2024-06-01T00:03:09.696888481+00:00,13.6351,0.05
2024-06-01T00:03:12.864079790+00:00,13.6464,0.05
2024-06-01T00:03:14.078054649+00:00,13.6534,0.05
2024-06-01T00:03:16.778301243+00:00,13.6723,0.05
2024-06-01T00:03:20.017420174+00:00,13.5974,0.05
2024-06-01T00:03:21.028038794+00:00,13.6176,0.05
2024-06-01T00:03:22.808899294+00:00,13.6348,0.05
2024-06-01T00:03:26.697731247+00:00,13.6247,0.05
2024-06-01T00:03:26.864481549+00:00,13.7056,0.05
2024-06-01T00:03:29.582891662+00:00,13.6349,0.05
2024-06-01T00:03:29.614827446+00:00,13.561,0.05
2024-06-01T00:03:33.703662861+00:00,13.632,0.05
2024-06-01T00:03:38.728109256+00:00,13.6235,0.05
2024-06-01T00:03:40.027509774+00:00,13.5931,0.05
2024-06-01T00:03:42.372972126+00:00,13.5429,0.05
2024-06-01T00:03:42.442727811+00:00,13.6616,0.05
2024-06-01T00:03:42.883014100+00:00,13.5472,0.05
2024-06-01T00:03:43.725282924+00:00,13.614,0.05
2024-06-01T00:03:44.336736924+00:00,13.5938,0.05
2024-06-01T00:03:45.763591011+00:00,13.6057,0.05
2024-06-01T00:03:48.833974420+00:00,13.641,0.05
2024-06-01T00:03:54.761644550+00:00,13.5777,0.05
2024-06-01T00:03:54.908649048+00:00,13.5324,0.05
2024-06-01T00:03:55.148524392+00:00,13.5983,0.05
2024-06-01T00:03:55.715491114+00:00,13.5272,0.05
2024-06-01T00:03:55.867969805+00:00,13.5585,0.05
2024-06-01T00:03:56.006395440+00:00,13.4998,0.05
2024-06-01T00:03:56.794313767+00:00,13.5079,0.05
2024-06-01T00:03:58.283667839+00:00,13.5469,0.05
2024-06-01T00:03:58.656935149+00:00,13.5585,0.05
2024-06-01T00:03:59.456699863+00:00,13.4733,0.05
2024-06-01T00:04:00.660754332+00:00,13.5578,0.05
2024-06-01T00:04:07.939804755+00:00,13.4846,0.05
2024-06-01T00:04:08.648317454+00:00,13.5666,0.05
2024-06-01T00:04:09.036480969+00:00,13.5003,0.05
2024-06-01T00:04:11.624854246+00:00,13.4625,0.05
2024-06-01T00:04:11.642009578+00:00,13.5105,0.05
2024-06-01T00:04:13.489756097+00:00,13.466,0.05
2024-06-01T00:04:17.180790003+00:00,13.5443,0.05
2024-06-01T00:04:24.071902163+00:00,13.4782,0.05
2024-06-01T00:04:28.768462788+00:00,13.4631,0.05
2024-06-01T00:04:35.474170238+00:00,13.4823,0.05
2024-06-01T00:04:38.404118480+00:00,13.4148,0.05
2024-06-01T00:04:43.500052968+00:00,13.3985,0.05
2024-06-01T00:04:52.510416339+00:00,13.4624,0.05
2024-06-01T00:05:02.508794019+00:00,13.4048,0.05
2024-06-01T00:05:05.740510656+00:00,13.4073,0.05
2024-06-01T00:05:07.693704720+00:00,13.4866,0.05
2024-06-01T00:05:11.489151951+00:00,13.4786,0.05
2024-06-01T00:05:12.029587196+00:00,13.4081,0.05
2024-06-01T00:05:12.336524513+00:00,13.4339,0.05
2024-06-01T00:05:23.700205993+00:00,13.442,0.05
2024-06-01T00:05:23.787630840+00:00,13.5494,0.05
2024-06-01T00:05:31.797072184+00:00,13.5327,0.05
2024-06-01T00:05:32.291484992+00:00,13.4808,0.05
2024-06-01T00:05:40.438544937+00:00,13.542,0.05
2024-06-01T00:05:43.000444756+00:00,13.4719,0.05
2024-06-01T00:05:44.388638366+00:00,13.5032,0.05
2024-06-01T00:05:44.482084086+00:00,13.5345,0.05
2024-06-01T00:05:47.246879471+00:00,13.5564,0.05
2024-06-01T00:05:49.422091090+00:00,13.5407,0.05
2024-06-01T00:05:50.139193140+00:00,13.5566,0.05
2024-06-01T00:05:55.367114893+00:00,13.5653,0.05
2024-06-01T00:05:55.864985338+00:00,13.5571,0.05
2024-06-01T00:05:55.924543700+00:00,13.552,0.05
2024-06-01T00:06:02.894734845+00:00,13.5672,0.05
2024-06-01T00:06:04.281717012+00:00,13.5975,0.05
2024-06-01T00:06:04.714747709+00:00,13.6059,0.05
2024-06-01T00:06:05.271053632+00:00,13.599,0.05
2024-06-01T00:06:14.348364056+00:00,13.5688,0.05
2024-06-01T00:06:14.376673833+00:00,13.5761,0.05
2024-06-01T00:06:14.845342672+00:00,13.6332,0.05
2024-06-01T00:06:15.303129249+00:00,13.6773,0.05
2024-06-01T00:06:22.439855603+00:00,13.6417,0.05
2024-06-01T00:06:29.845224180+00:00,13.6344,0.05
2024-06-01T00:06:33.333067433+00:00,13.6659,0.05
2024-06-01T00:06:39.550668+00:00,13.6203,0.05
2024-06-01T00:06:40.406414282+00:00,13.7192,0.05
2024-06-01T00:06:40.678342406+00:00,13.6746,0.05
2024-06-01T00:06:41.053149798+00:00,13.6408,0.05
2024-06-01T00:06:41.076670622+00:00,13.6609,0.05
2024-06-01T00:06:43.213867927+00:00,13.6487,0.05
2024-06-01T00:06:44.187321969+00:00,13.7231,0.05
2024-06-01T00:06:52.689256677+00:00,13.6675,0.05
2024-06-01T00:06:52.875367857+00:00,13.6818,0.05
2024-06-01T00:06:52.889598885+00:00,13.6986,0.05
2024-06-01T00:06:54.005245599+00:00,13.6462,0.05
2024-06-01T00:06:55.051220187+00:00,13.6837,0.05
2024-06-01T00:06:58.858025009+00:00,13.6867,0.05
2024-06-01T00:06:59.108620720+00:00,13.6135,0.05
2024-06-01T00:07:02.875405567+00:00,13.6843,0.05
2024-06-01T00:07:06.299697989+00:00,13.6702,0.05
2024-06-01T00:07:15.242706211+00:00,13.6675,0.05
2024-06-01T00:07:15.682429845+00:00,13.6631,0.05
2024-06-01T00:07:18.316677343+00:00,13.668,0.05
2024-06-01T00:07:18.727409158+00:00,13.7105,0.05
2024-06-01T00:07:25.717332509+00:00,13.597,0.05
2024-06-01T00:07:28.520234486+00:00,13.6245,0.05
2024-06-01T00:07:31.409113979+00:00,13.6584,0.05
2024-06-01T00:07:33.193191200+00:00,13.6467,0.05
2024-06-01T00:07:35.693158181+00:00,13.6397,0.05
2024-06-01T00:07:40.108915744+00:00,13.7199,0.05
2024-06-01T00:07:41.875308226+00:00,13.6296,0.05
2024-06-01T00:07:50.170353578+00:00,13.6268,0.05
2024-06-01T00:08:00.170169987+00:00,13.5398,0.05
2024-06-01T00:08:01.004882289+00:00,13.5099,0.05
2024-06-01T00:08:07.180393253+00:00,13.5191,0.05
2024-06-01T00:08:14.555405972+00:00,13.5397,0.05
2024-06-01T00:08:15.814914042+00:00,13.5242,0.05
2024-06-01T00:08:16.505705884+00:00,13.5222,0.05
2024-06-01T00:08:20.017589601+00:00,13.4886,0.05
2024-06-01T00:08:30.032838673+00:00,13.46,0.05
2024-06-01T00:08:31.160862175+00:00,13.4656,0.05
2024-06-01T00:08:42.811850009+00:00,13.4839,0.05
2024-06-01T00:08:51.390069544+00:00,13.4814,0.05
2024-06-01T00:08:56.024285289+00:00,13.4059,0.05
2024-06-01T00:08:56.241604003+00:00,13.4766,0.05
2024-06-01T00:08:56.823179688+00:00,13.42,0.05
2024-06-01T00:09:01.696984543+00:00,13.4652,0.05
2024-06-01T00:09:02.353159446+00:00,13.439,0.05
2024-06-01T00:09:08.963407062+00:00,13.513,0.05
2024-06-01T00:09:12.528711842+00:00,13.437,0.05
2024-06-01T00:09:14.325023472+00:00,13.4628,0.05
2024-06-01T00:09:14.755531991+00:00,13.4805,0.05
2024-06-01T00:09:15.235317347+00:00,13.4219,0.05
2024-06-01T00:09:15.418360061+00:00,13.4541,0.05
2024-06-01T00:09:17.162182933+00:00,13.4487,0.05
2024-06-01T00:09:20.466851425+00:00,13.4437,0.05
2024-06-01T00:09:22.624165286+00:00,13.4503,0.05
2024-06-01T00:09:23.791752478+00:00,13.5144,0.05
2024-06-01T00:09:26.320757851+00:00,13.4508,0.05
2024-06-01T00:09:26.544891745+00:00,13.4978,0.05
2024-06-01T00:09:29.478099645+00:00,13.4937,0.05
2024-06-01T00:09:29.617830173+00:00,13.4256,0.05
2024-06-01T00:09:34.783464805+00:00,13.5139,0.05
2024-06-01T00:09:36.561762293+00:00,13.4409,0.05
2024-06-01T00:09:38.724940016+00:00,13.528,0.05
2024-06-01T00:09:38.806498763+00:00,13.4828,0.05
2024-06-01T00:09:42.201714827+00:00,13.5123,0.05
2024-06-01T00:09:43.996034432+00:00,13.4651,0.05
2024-06-01T00:09:44.180259748+00:00,13.5222,0.05
2024-06-01T00:09:44.867656834+00:00,13.5563,0.05
2024-06-01T00:09:45.670044024+00:00,13.4892,0.05
2024-06-01T00:09:48.541840876+00:00,13.5052,0.05
2024-06-01T00:09:56.758997465+00:00,13.5716,0.05
