timestamp,magnitude,error
2024-06-01T00:00:00.876184529+00:00,13.2319,0.05
2024-06-01T00:00:05.592641891+00:00,13.2681,0.05
2024-06-01T00:00:07.143955199+00:00,13.2533,0.05
2024-06-01T00:00:10.827047036+00:00,13.3062,0.05
2024-06-01T00:00:11.420550555+00:00,13.2785,0.05
2024-06-01T00:00:18.011992392+00:00,13.2888,0.05
2024-06-01T00:00:18.848817753+00:00,13.3096,0.05
2024-06-01T00:00:19.270785904+00:00,13.2456,0.05
2024-06-01T00:00:21.941741147+00:00,13.3126,0.05
2024-06-01T00:00:29.446430021+00:00,13.3579,0.05
2024-06-01T00:00:33.580664083+00:00,13.3446,0.05
2024-06-01T00:00:39.319562496+00:00,13.3849,0.05
2024-06-01T00:00:40.584522357+00:00,13.3332,0.05
2024-06-01T00:00:40.935097323+00:00,13.3302,0.05
2024-06-01T00:00:47.025882854+00:00,13.3086,0.05
2024-06-01T00:00:49.640561563+00:00,13.3381,0.05
2024-06-01T00:00:51.369643687+00:00,13.4334,0.05
2024-06-01T00:00:51.653660528+00:00,13.3659,0.05
2024-06-01T00:00:53.549200578+00:00,13.3316,0.05
2024-06-01T00:00:53.863519096+00:00,13.3148,0.05
2024-06-01T00:00:54.940579668+00:00,13.291,0.05
2024-06-01T00:00:58.403436014+00:00,13.3209,0.05
2024-06-01T00:01:00.934380628+00:00,13.3832,0.05
2024-06-01T00:01:03.114534620+00:00,13.3343,0.05
2024-06-01T00:01:06.157973082+00:00,13.3103,0.05
2024-06-01T00:01:07.709693955+00:00,13.3131,0.05
2024-06-01T00:01:11.730011444+00:00,13.3678,0.05
2024-06-01T00:01:16.551176288+00:00,13.3308,0.05
2024-06-01T00:01:23.286031418+00:00,13.2951,0.05
2024-06-01T00:01:28.625198362+00:00,13.2946,0.05
2024-06-01T00:01:29.749905285+00:00,13.3921,0.05
2024-06-01T00:01:39.257489357+00:00,13.3236,0.05
2024-06-01T00:01:39.597206144+00:00,13.3324,0.05
2024-06-01T00:01:41.915918692+00:00,13.1956,0.05
2024-06-01T00:01:42.845261470+00:00,13.2563,0.05
2024-06-01T00:01:47.337415264+00:00,13.2199,0.05
2024-06-01T00:01:56.188302828+00:00,13.2317,0.05
2024-06-01T00:01:57.508892817+00:00,13.2467,0.05
2024-06-01T00:01:58.148474338+00:00,13.2146,0.05
2024-06-01T00:02:07.240723804+00:00,13.1255,0.05
2024-06-01T00:02:07.516933514+00:00,13.1327,0.05
2024-06-01T00:02:08.807114588+00:00,13.1778,0.05
2024-06-01T00:02:10.146508085+00:00,13.1755,0.05
2024-06-01T00:02:12.943469908+00:00,13.1388,0.05
2024-06-01T00:02:13.639212587+00:00,13.135,0.05
2024-06-01T00:02:17.998644080+00:00,13.1104,0.05
2024-06-01T00:02:18.294997890+00:00,13.1177,0.05
2024-06-01T00:02:19.482371851+00:00,13.1296,0.05
2024-06-01T00:02:21.252340839+00:00,13.1173,0.05
2024-06-01T00:02:23.834448735+00:00,13.08,0.05
2024-06-01T00:02:25.536592870+00:00,13.0685,0.05
2024-06-01T00:02:27.534287434+00:00,13.0568,0.05
2024-06-01T00:02:32.712369471+00:00,13.0026,0.05
2024-06-01T00:02:34.187469582+00:00,12.9945,0.05
2024-06-01T00:02:35.669085656+00:00,13.0404,0.05
2024-06-01T00:02:37.956088417+00:00,12.9785,0.05
2024-06-01T00:02:40.131797745+00:00,13.0284,0.05
2024-06-01T00:02:41.329715175+00:00,12.9877,0.05
2024-06-01T00:02:48.111196483+00:00,12.9883,0.05
2024-06-01T00:02:49.686214290+00:00,12.9732,0.05
2024-06-01T00:02:56.805786634+00:00,12.9466,0.05
2024-06-01T00:02:59.657337582+00:00,12.8803,0.05
2024-06-01T00:03:04.837805633+00:00,12.8918,0.05
2024-06-01T00:03:07.072774351+00:00,12.8949,0.05
2024-06-01T00:03:10.180779529+00:00,12.7897,0.05
2024-06-01T00:03:12.580435033+00:00,12.9096,0.05
2024-06-01T00:03:13.194291656+00:00,12.9296,0.05
2024-06-01T00:03:13.380762533+00:00,12.8761,0.05
2024-06-01T00:03:15.924277157+00:00,12.86,0.05
2024-06-01T00:03:18.779194662+00:00,12.8399,0.05
2024-06-01T00:03:19.202364262+00:00,12.8018,0.05
2024-06-01T00:03:21.329422173+00:00,12.8022,0.05
2024-06-01T00:03:26.852699103+00:00,12.8252,0.05
2024-06-01T00:03:27.903187227+00:00,12.7441,0.05
2024-06-01T00:03:33.573962232+00:00,12.7223,0.05
2024-06-01T00:03:42.000458665+00:00,12.7256,0.05
2024-06-01T00:03:44.682964918+00:00,12.7614,0.05
2024-06-01T00:03:45.262711952+00:00,12.6992,0.05
2024-06-01T00:03:50.315594604+00:00,12.7145,0.05
2024-06-01T00:03:57.170814660+00:00,12.7082,0.05
2024-06-01T00:04:02.279105376+00:00,12.6661,0.05
2024-06-01T00:04:03.760359294+00:00,12.6077,0.05
2024-06-01T00:04:05.334270088+00:00,12.663,0.05
2024-06-01T00:04:05.859724901+00:00,12.7142,0.05
2024-06-01T00:04:10.231782579+00:00,12.7211,0.05
2024-06-01T00:04:10.715075651+00:00,12.7212,0.05
2024-06-01T00:04:14.896360454+00:00,12.7254,0.05
2024-06-01T00:04:17.344039430+00:00,12.6764,0.05
2024-06-01T00:04:18.427742497+00:00,12.6681,0.05
2024-06-01T00:04:19.577591441+00:00,12.7172,0.05
2024-06-01T00:04:21.362595985+00:00,12.6946,0.05
2024-06-01T00:04:23.280945487+00:00,12.7406,0.05
2024-06-01T00:04:25.486261158+00:00,12.7214,0.05
2024-06-01T00:04:27.513853411+00:00,12.7595,0.05
2024-06-01T00:04:29.954025567+00:00,12.6924,0.05
2024-06-01T00:04:33.981870609+00:00,12.7594,0.05
2024-06-01T00:04:35.045003765+00:00,12.7998,0.05
2024-06-01T00:04:36.992353444+00:00,12.7239,0.05
2024-06-01T00:04:37.987247733+00:00,12.7436,0.05
2024-06-01T00:04:38.566020601+00:00,12.6875,0.05
2024-06-01T00:04:41.065471915+00:00,12.7655,0.05
2024-06-01T00:04:45.687593058+00:00,12.7853,0.05
2024-06-01T00:04:53.854608635+00:00,12.7426,0.05
2024-06-01T00:04:53.867308348+00:00,12.7858,0.05
2024-06-01T00:04:56.068600741+00:00,12.7803,0.05
2024-06-01T00:04:56.172997892+00:00,12.7851,0.05
2024-06-01T00:04:59.009754575+00:00,12.8111,0.05
2024-06-01T00:05:02.810932304+00:00,12.8124,0.05
2024-06-01T00:05:04.704403330+00:00,12.7929,0.05
2024-06-01T00:05:08.076017545+00:00,12.8444,0.05
2024-06-01T00:05:08.446879962+00:00,12.8569,0.05
2024-06-01T00:05:09.105075005+00:00,12.7928,0.05
2024-06-01T00:05:12.118362819+00:00,12.8269,0.05
2024-06-01T00:05:13.830792319+00:00,12.7632,0.05
2024-06-01T00:05:16.841257158+00:00,12.8699,0.05
2024-06-01T00:05:18.651410203+00:00,12.9033,0.05
2024-06-01T00:05:18.933658717+00:00,12.8453,0.05
2024-06-01T00:05:21.475475984+00:00,12.8721,0.05
2024-06-01T00:05:21.803058528+00:00,12.8594,0.05
2024-06-01T00:05:22.343543393+00:00,12.8553,0.05
2024-06-01T00:05:23.923614192+00:00,12.8871,0.05
2024-06-01T00:05:23.943255541+00:00,12.8465,0.05
2024-06-01T00:05:25.383849436+00:00,12.8751,0.05
2024-06-01T00:05:27.879485932+00:00,12.8599,0.05
2024-06-01T00:05:33.461884684+00:00,12.9463,0.05
2024-06-01T00:05:34.186659980+00:00,12.9358,0.05
2024-06-01T00:05:38.770004411+00:00,12.9315,0.05
2024-06-01T00:05:43.348072164+00:00,12.9732,0.05
2024-06-01T00:05:50.442463883+00:00,12.999,0.05
2024-06-01T00:05:51.570804269+00:00,13.0593,0.05
2024-06-01T00:05:52.945607016+00:00,13.003,0.05
2024-06-01T00:06:03.980627966+00:00,13.1024,0.05
2024-06-01T00:06:05.871060085+00:00,13.0583,0.05
2024-06-01T00:06:05.950456358+00:00,13.1195,0.05
2024-06-01T00:06:14.443569626+00:00,13.1705,0.05
2024-06-01T00:06:16.423333663+00:00,13.182,0.05
2024-06-01T00:06:19.947591431+00:00,13.2143,0.05
2024-06-01T00:06:32.380043208+00:00,13.223,0.05
2024-06-01T00:06:33.363207563+00:00,13.265,0.05
2024-06-01T00:06:53.520322484+00:00,13.3544,0.05
2024-06-01T00:06:56.190538392+00:00,13.2525,0.05
2024-06-01T00:06:59.085951153+00:00,13.2814,0.05
2024-06-01T00:07:00.589788187+00:00,13.2497,0.05
2024-06-01T00:07:09.053246210+00:00,13.3715,0.05
2024-06-01T00:07:17.997342058+00:00,13.2836,0.05
2024-06-01T00:07:19.037636079+00:00,13.2741,0.05
2024-06-01T00:07:30.927937285+00:00,13.3105,0.05
2024-06-01T00:07:30.961576312+00:00,13.2849,0.05
2024-06-01T00:07:32.482691339+00:00,13.3657,0.05
2024-06-01T00:07:34.764128134+00:00,13.3116,0.05
2024-06-01T00:07:35.500956778+00:00,13.2874,0.05
2024-06-01T00:07:35.885668453+00:00,13.3533,0.05
2024-06-01T00:07:37.218771684+00:00,13.3554,0.05
2024-06-01T00:07:41.822615578+00:00,13.2782,0.05
2024-06-01T00:07:44.525855714+00:00,13.3226,0.05
2024-06-01T00:07:53.511980938+00:00,13.3379,0.05
2024-06-01T00:07:54.945130880+00:00,13.3244,0.05
2024-06-01T00:07:55.523359291+00:00,13.3245,0.05
2024-06-01T00:07:58.916306265+00:00,13.3788,0.05
2024-06-01T00:08:00.015174315+00:00,13.4154,0.05
2024-06-01T00:08:04.349834914+00:00,13.3077,0.05
2024-06-01T00:08:07.259426422+00:00,13.2604,0.05
2024-06-01T00:08:09.046902245+00:00,13.2993,0.05
2024-06-01T00:08:10.646558507+00:00,13.3122,0.05
2024-06-01T00:08:13.000949783+00:00,13.2956,0.05
2024-06-01T00:08:17.342506135+00:00,13.309,0.05
2024-06-01T00:08:18.592681928+00:00,13.369,0.05
2024-06-01T00:08:24.290026596+00:00,13.1925,0.05
2024-06-01T00:08:25.356165191+00:00,13.2369,0.05
2024-06-01T00:08:26.194488754+00:00,13.3157,0.05
2024-06-01T00:08:26.960861687+00:00,13.2304,0.05
2024-06-01T00:08:28.026778589+00:00,13.2788,0.05
2024-06-01T00:08:31.932943003+00:00,13.2572,0.05
2024-06-01T00:08:35.067257160+00:00,13.2687,0.05
2024-06-01T00:08:42.918849068+00:00,13.2617,0.05
