timestamp,magnitude,error
2024-06-01T00:00:05.713819017+00:00,9.2593,0.05
2024-06-01T00:00:15.089700654+00:00,10.4724,0.05
2024-06-01T00:00:20.966566630+00:00,9.6112,0.05
2024-06-01T00:00:35.770903539+00:00,10.1556,0.05
2024-06-01T00:00:40.696488398+00:00,9.81,0.05
2024-06-01T00:00:47.369721133+00:00,9.468,0.05
2024-06-01T00:00:56.362303031+00:00,8.9063,0.05
2024-06-01T00:00:57.070313564+00:00,9.4909,0.05
2024-06-01T00:00:57.845960619+00:00,10.2042,0.05
2024-06-01T00:00:58.395385727+00:00,9.229,0.05
2024-06-01T00:00:59.626386861+00:00,9.9136,0.05
2024-06-01T00:01:02.080435550+00:00,8.8139,0.05
2024-06-01T00:01:11.593205646+00:00,10.1595,0.05
2024-06-01T00:01:14.932407066+00:00,9.822,0.05
2024-06-01T00:01:15.896621397+00:00,8.7277,0.05
2024-06-01T00:01:18.476595949+00:00,9.4342,0.05
2024-06-01T00:01:20.099051473+00:00,10.2688,0.05
2024-06-01T00:01:21.222275872+00:00,8.6866,0.05
2024-06-01T00:01:24.623906809+00:00,8.8224,0.05
2024-06-01T00:01:25.693568637+00:00,9.5458,0.05
2024-06-01T00:01:27.505662506+00:00,11.137,0.05
2024-06-01T00:01:28.864848375+00:00,9.1102,0.05
2024-06-01T00:01:31.470040845+00:00,9.9538,0.05
2024-06-01T00:01:33.439179811+00:00,9.7839,0.05
2024-06-01T00:01:34.252510432+00:00,9.1702,0.05
2024-06-01T00:01:35.076907634+00:00,9.7124,0.05
2024-06-01T00:01:35.920227419+00:00,9.2725,0.05
2024-06-01T00:01:42.469257155+00:00,9.3375,0.05
2024-06-01T00:01:47.126519211+00:00,8.396,0.05
2024-06-01T00:01:49.068966571+00:00,9.5783,0.05
2024-06-01T00:01:55.380256769+00:00,10.2454,0.05
2024-06-01T00:01:57.273786093+00:00,9.6375,0.05
2024-06-01T00:01:57.292823856+00:00,10.3837,0.05
2024-06-01T00:01:59.561169639+00:00,10.0152,0.05
2024-06-01T00:01:59.992777030+00:00,9.553,0.05
2024-06-01T00:02:02.457958572+00:00,9.1424,0.05
2024-06-01T00:02:03.383193021+00:00,9.2448,0.05
2024-06-01T00:02:13.047172435+00:00,8.5338,0.05
2024-06-01T00:02:18.610710689+00:00,9.4031,0.05
2024-06-01T00:02:19.699585306+00:00,9.7015,0.05
2024-06-01T00:02:19.900759955+00:00,10.8351,0.05
2024-06-01T00:02:20.291564556+00:00,9.9776,0.05
2024-06-01T00:02:21.721733622+00:00,8.9713,0.05
2024-06-01T00:02:26.226616305+00:00,8.5563,0.05
2024-06-01T00:02:29.627084951+00:00,9.4468,0.05
2024-06-01T00:02:32.298744242+00:00,10.1824,0.05
2024-06-01T00:02:35.037758472+00:00,9.4366,0.05
2024-06-01T00:02:40.626194921+00:00,9.9875,0.05
2024-06-01T00:02:44.226265453+00:00,9.4652,0.05
2024-06-01T00:02:44.395133143+00:00,10.1139,0.05
2024-06-01T00:02:45.317421552+00:00,8.4422,0.05
2024-06-01T00:02:47.154608156+00:00,10.7548,0.05
2024-06-01T00:02:48.905345807+00:00,8.7924,0.05
2024-06-01T00:02:49.041551905+00:00,10.1693,0.05
2024-06-01T00:02:54.808172955+00:00,9.3994,0.05
2024-06-01T00:02:57.046925456+00:00,9.5123,0.05
2024-06-01T00:02:57.866631469+00:00,9.4218,0.05
2024-06-01T00:02:58.666960852+00:00,9.7806,0.05
2024-06-01T00:03:00.708125309+00:00,9.9265,0.05
2024-06-01T00:03:04.684907923+00:00,10.3605,0.05
2024-06-01T00:03:08.280335649+00:00,10.613,0.05
2024-06-01T00:03:08.345289043+00:00,9.8357,0.05
2024-06-01T00:03:09.577092167+00:00,10.8338,0.05
2024-06-01T00:03:14.266363077+00:00,9.6632,0.05
2024-06-01T00:03:14.858758011+00:00,10.3743,0.05
2024-06-01T00:03:15.164280606+00:00,9.9057,0.05
2024-06-01T00:03:17.570398741+00:00,9.1993,0.05
2024-06-01T00:03:20.860452983+00:00,9.7269,0.05
2024-06-01T00:03:23.916657412+00:00,9.9595,0.05
2024-06-01T00:03:25.872317727+00:00,9.5727,0.05
2024-06-01T00:03:26.213298777+00:00,9.8942,0.05
2024-06-01T00:03:27.097331469+00:00,10.2211,0.05
2024-06-01T00:03:30.225980308+00:00,9.5791,0.05
2024-06-01T00:03:31.103815787+00:00,7.4695,0.05
2024-06-01T00:03:39.526670286+00:00,10.8083,0.05
2024-06-01T00:03:48.909196777+00:00,9.381,0.05
2024-06-01T00:03:49.280815285+00:00,9.0013,0.05
2024-06-01T00:03:55.598301168+00:00,8.784,0.05
2024-06-01T00:03:58.950986504+00:00,9.353,0.05
2024-06-01T00:04:01.125801639+00:00,9.1895,0.05
2024-06-01T00:04:03.250605177+00:00,9.0636,0.05
2024-06-01T00:04:03.735968383+00:00,9.1033,0.05
2024-06-01T00:04:09.178476374+00:00,9.9787,0.05
2024-06-01T00:04:09.969671834+00:00,11.0626,0.05
2024-06-01T00:04:12.382171300+00:00,10.1887,0.05
2024-06-01T00:04:13.409921663+00:00,10.4069,0.05
2024-06-01T00:04:13.411297573+00:00,9.3234,0.05
2024-06-01T00:04:16.282186042+00:00,9.6716,0.05
2024-06-01T00:04:16.769588935+00:00,9.9041,0.05
2024-06-01T00:04:21.643518747+00:00,9.1196,0.05
2024-06-01T00:04:23.584462067+00:00,9.2885,0.05
2024-06-01T00:04:26.858362459+00:00,10.2133,0.05
2024-06-01T00:04:37.970116323+00:00,10.3836,0.05
2024-06-01T00:04:38.320955110+00:00,9.6447,0.05
2024-06-01T00:04:41.361087886+00:00,8.7327,0.05
2024-06-01T00:04:42.158317289+00:00,9.3825,0.05
2024-06-01T00:04:43.313998114+00:00,8.5549,0.05
2024-06-01T00:04:46.120237477+00:00,9.6503,0.05
