timestamp,magnitude,error
2024-06-01T00:00:07.489006931+00:00,11.8179,0.05
2024-06-01T00:00:10.329502394+00:00,11.8843,0.05
2024-06-01T00:00:14.092756901+00:00,11.8345,0.05
2024-06-01T00:00:17.338101256+00:00,11.8792,0.05
2024-06-01T00:00:20.094333786+00:00,11.9498,0.05
2024-06-01T00:00:21.439771441+00:00,11.8889,0.05
2024-06-01T00:00:21.522181016+00:00,11.9369,0.05
2024-06-01T00:00:23.085754377+00:00,11.8493,0.05
2024-06-01T00:00:29.822120410+00:00,11.9299,0.05
2024-06-01T00:00:33.540092756+00:00,11.9246,0.05
2024-06-01T00:00:36.141456395+00:00,11.9826,0.05
2024-06-01T00:00:39.514118370+00:00,11.9428,0.05
2024-06-01T00:00:39.589467769+00:00,12.0672,0.05
2024-06-01T00:00:41.252683218+00:00,11.9255,0.05
2024-06-01T00:00:42.964508490+00:00,12.0432,0.05
2024-06-01T00:00:43.566617967+00:00,12.0352,0.05
2024-06-01T00:00:53.694525823+00:00,12.0505,0.05
2024-06-01T00:00:56.360169539+00:00,12.0498,0.05
2024-06-01T00:00:59.850375145+00:00,12.1339,0.05
2024-06-01T00:01:00.866474355+00:00,12.162,0.05
2024-06-01T00:01:01.324075559+00:00,12.0564,0.05
2024-06-01T00:01:03.827574567+00:00,12.0793,0.05
2024-06-01T00:01:07.415300770+00:00,12.0623,0.05
2024-06-01T00:01:09.027023154+00:00,12.0426,0.05
2024-06-01T00:01:09.546266553+00:00,12.1094,0.05
2024-06-01T00:01:18.392437895+00:00,12.1259,0.05
2024-06-01T00:01:19.831592865+00:00,12.0552,0.05
2024-06-01T00:01:20.727683113+00:00,12.1401,0.05
2024-06-01T00:01:25.368481463+00:00,12.1443,0.05
2024-06-01T00:01:26.897329028+00:00,12.1124,0.05
2024-06-01T00:01:27.055297457+00:00,12.1101,0.05
2024-06-01T00:01:28.252683708+00:00,12.1563,0.05
2024-06-01T00:01:29.857439546+00:00,12.2071,0.05
2024-06-01T00:01:33.112202798+00:00,12.165,0.05
2024-06-01T00:01:33.844648925+00:00,12.1817,0.05
2024-06-01T00:01:34.074147388+00:00,12.1176,0.05
2024-06-01T00:01:34.934935680+00:00,12.1358,0.05
2024-06-01T00:01:46.902795580+00:00,12.1939,0.05
2024-06-01T00:01:51.626617776+00:00,12.1197,0.05
2024-06-01T00:01:53.833523114+00:00,12.184,0.05
2024-06-01T00:01:54.116344685+00:00,12.1956,0.05
2024-06-01T00:01:55.163710855+00:00,12.175,0.05
2024-06-01T00:02:01.541750001+00:00,12.1919,0.05
2024-06-01T00:02:05.617632247+00:00,12.1818,0.05
2024-06-01T00:02:06.746955520+00:00,12.1545,0.05
2024-06-01T00:02:11.529606321+00:00,12.1311,0.05
2024-06-01T00:02:11.632531968+00:00,12.1746,0.05
2024-06-01T00:02:14.253894598+00:00,12.2291,0.05
2024-06-01T00:02:15.716324978+00:00,12.217,0.05
2024-06-01T00:02:22.947796147+00:00,12.1561,0.05
2024-06-01T00:02:28.404310439+00:00,12.1485,0.05
2024-06-01T00:02:29.318381638+00:00,12.1443,0.05
2024-06-01T00:02:32.176912623+00:00,12.1399,0.05
2024-06-01T00:02:32.226879546+00:00,12.1689,0.05
2024-06-01T00:02:33.152243321+00:00,12.1982,0.05
2024-06-01T00:02:33.927865460+00:00,12.2451,0.05
2024-06-01T00:02:34.214989395+00:00,12.1209,0.05
2024-06-01T00:02:41.457154198+00:00,12.1663,0.05
2024-06-01T00:02:42.328435080+00:00,12.1601,0.05
2024-06-01T00:02:42.636088851+00:00,12.1246,0.05
2024-06-01T00:02:45.487908060+00:00,12.0903,0.05
2024-06-01T00:02:50.328294334+00:00,12.1306,0.05
2024-06-01T00:02:56.954308983+00:00,12.1864,0.05
2024-06-01T00:03:09.630624716+00:00,12.0727,0.05
2024-06-01T00:03:13.489869843+00:00,12.0172,0.05
2024-06-01T00:03:16.433722970+00:00,12.0319,0.05
2024-06-01T00:03:18.556183298+00:00,11.9848,0.05
2024-06-01T00:03:18.688478152+00:00,12.0307,0.05
2024-06-01T00:03:20.385103136+00:00,12.051,0.05
2024-06-01T00:03:23.998030827+00:00,11.9823,0.05
2024-06-01T00:03:26.765985988+00:00,11.8691,0.05
2024-06-01T00:03:29.582235523+00:00,11.9994,0.05
2024-06-01T00:03:33.130784171+00:00,11.9541,0.05
2024-06-01T00:03:42.221074623+00:00,11.9068,0.05
2024-06-01T00:03:43.020671153+00:00,11.9032,0.05
2024-06-01T00:03:45.090002527+00:00,11.9409,0.05
2024-06-01T00:03:49.745667506+00:00,11.889,0.05
2024-06-01T00:03:53.255841214+00:00,11.9277,0.05
2024-06-01T00:03:54.708188920+00:00,11.9225,0.05
2024-06-01T00:03:58.479389335+00:00,11.8576,0.05
2024-06-01T00:03:58.733704449+00:00,11.8465,0.05
2024-06-01T00:03:58.979205557+00:00,11.8714,0.05
2024-06-01T00:04:01.250032954+00:00,11.851,0.05
2024-06-01T00:04:04.797067831+00:00,11.7718,0.05
2024-06-01T00:04:08.262841492+00:00,11.904,0.05
2024-06-01T00:04:12.993736809+00:00,11.8366,0.05
2024-06-01T00:04:23.469003929+00:00,11.7478,0.05
2024-06-01T00:04:25.261795481+00:00,11.6828,0.05
2024-06-01T00:04:28.739122613+00:00,11.7391,0.05
2024-06-01T00:04:30.641216383+00:00,11.7158,0.05
2024-06-01T00:04:33.829405104+00:00,11.7253,0.05
2024-06-01T00:04:40.703658788+00:00,11.6174,0.05
2024-06-01T00:04:42.960115848+00:00,11.6777,0.05
2024-06-01T00:04:44.130876030+00:00,11.6763,0.05
2024-06-01T00:04:51.635715560+00:00,11.6622,0.05
2024-06-01T00:04:52.461334118+00:00,11.6581,0.05
2024-06-01T00:04:52.719753078+00:00,11.6689,0.05
2024-06-01T00:04:56.180603074+00:00,11.7181,0.05
2024-06-01T00:04:59.991449528+00:00,11.6268,0.05
2024-06-01T00:05:00.211700070+00:00,11.6104,0.05
2024-06-01T00:05:01.004642730+00:00,11.5758,0.05
2024-06-01T00:05:05.219696514+00:00,11.6146,0.05
2024-06-01T00:05:07.119948482+00:00,11.5748,0.05
2024-06-01T00:05:13.405728877+00:00,11.6569,0.05
2024-06-01T00:05:13.576153081+00:00,11.6144,0.05
2024-06-01T00:05:13.680179677+00:00,11.6556,0.05
2024-06-01T00:05:16.856736276+00:00,11.6713,0.05
2024-06-01T00:05:18.210419934+00:00,11.5759,0.05
2024-06-01T00:05:19.070129508+00:00,11.5953,0.05
2024-06-01T00:05:22.430853737+00:00,11.6578,0.05
2024-06-01T00:05:27.003410382+00:00,11.6068,0.05
2024-06-01T00:05:32.645571473+00:00,11.6153,0.05
2024-06-01T00:05:34.561395568+00:00,11.6345,0.05
2024-06-01T00:05:36.320431475+00:00,11.6282,0.05
2024-06-01T00:05:37.221119086+00:00,11.6083,0.05
2024-06-01T00:05:38.323763204+00:00,11.6473,0.05
2024-06-01T00:05:40.105626740+00:00,11.5882,0.05
2024-06-01T00:05:40.325885361+00:00,11.6117,0.05
2024-06-01T00:05:46.804736674+00:00,11.5837,0.05
2024-06-01T00:05:49.711525426+00:00,11.6323,0.05
2024-06-01T00:05:51.032672592+00:00,11.5639,0.05
2024-06-01T00:06:08.728720529+00:00,11.5415,0.05
2024-06-01T00:06:10.162679808+00:00,11.6371,0.05
2024-06-01T00:06:10.647969308+00:00,11.5709,0.05
2024-06-01T00:06:11.300822754+00:00,11.568,0.05
2024-06-01T00:06:16.653440230+00:00,11.6727,0.05
2024-06-01T00:06:19.531199348+00:00,11.6665,0.05
2024-06-01T00:06:19.670188141+00:00,11.6144,0.05
2024-06-01T00:06:22.596705091+00:00,11.5126,0.05
2024-06-01T00:06:23.931769397+00:00,11.6587,0.05
2024-06-01T00:06:25.375225061+00:00,11.6673,0.05
2024-06-01T00:06:27.364134345+00:00,11.6662,0.05
2024-06-01T00:06:28.522009678+00:00,11.6673,0.05
2024-06-01T00:06:29.826364747+00:00,11.6445,0.05
2024-06-01T00:06:31.823029751+00:00,11.6406,0.05
2024-06-01T00:06:33.889719990+00:00,11.6184,0.05
2024-06-01T00:06:35.278185703+00:00,11.6386,0.05
2024-06-01T00:06:35.464766349+00:00,11.6799,0.05
2024-06-01T00:06:35.518603321+00:00,11.6807,0.05
2024-06-01T00:06:43.261402770+00:00,11.7221,0.05
2024-06-01T00:06:48.978149142+00:00,11.653,0.05
2024-06-01T00:06:50.296464691+00:00,11.6474,0.05
2024-06-01T00:06:51.251045622+00:00,11.7019,0.05
2024-06-01T00:06:51.919790870+00:00,11.6786,0.05
2024-06-01T00:06:54.456020747+00:00,11.7358,0.05
2024-06-01T00:06:55.378877886+00:00,11.6793,0.05
2024-06-01T00:06:58.861371138+00:00,11.7917,0.05
2024-06-01T00:06:59.527522969+00:00,11.7141,0.05
2024-06-01T00:07:00.072306087+00:00,11.8127,0.05
2024-06-01T00:07:03.333647945+00:00,11.7823,0.05
2024-06-01T00:07:05.732672256+00:00,11.7284,0.05
2024-06-01T00:07:06.817676342+00:00,11.8586,0.05
2024-06-01T00:07:07.658338134+00:00,11.7888,0.05
2024-06-01T00:07:08.669344406+00:00,11.7888,0.05
2024-06-01T00:07:20.350982439+00:00,11.827,0.05
2024-06-01T00:07:26.055219806+00:00,11.8721,0.05
2024-06-01T00:07:35.512244001+00:00,11.9144,0.05
2024-06-01T00:07:36.924128355+00:00,11.8647,0.05
2024-06-01T00:07:37.302658585+00:00,11.8924,0.05
2024-06-01T00:07:37.348696746+00:00,11.9057,0.05
2024-06-01T00:07:43.570243127+00:00,11.9505,0.05
2024-06-01T00:07:52.171674763+00:00,11.9868,0.05
2024-06-01T00:08:01.163059297+00:00,12.0053,0.05
2024-06-01T00:08:02.689900462+00:00,11.9826,0.05
2024-06-01T00:08:08.283528078+00:00,12.0017,0.05
2024-06-01T00:08:09.305108930+00:00,11.9819,0.05
2024-06-01T00:08:10.286119058+00:00,12.0569,0.05
2024-06-01T00:08:10.894064641+00:00,12.0107,0.05
2024-06-01T00:08:10.924333242+00:00,12.0278,0.05
2024-06-01T00:08:13.889918709+00:00,12.0556,0.05
2024-06-01T00:08:14.726033275+00:00,12.0492,0.05
2024-06-01T00:08:17.681019024+00:00,12.0591,0.05
2024-06-01T00:08:20.950656204+00:00,12.034,0.05
2024-06-01T00:08:32.555736817+00:00,12.1164,0.05
2024-06-01T00:08:37.549413927+00:00,12.1065,0.05
2024-06-01T00:08:40.786248296+00:00,12.1236,0.05
2024-06-01T00:08:41.695694014+00:00,12.1755,0.05
2024-06-01T00:08:42.431032027+00:00,12.1512,0.05
2024-06-01T00:08:45.683024335+00:00,12.1154,0.05
2024-06-01T00:08:47.988931878+00:00,12.1371,0.05
2024-06-01T00:08:56.308495547+00:00,12.2221,0.05
2024-06-01T00:08:57.336366756+00:00,12.1474,0.05
2024-06-01T00:08:59.091500406+00:00,12.1639,0.05
2024-06-01T00:09:00.332724934+00:00,12.1906,0.05
2024-06-01T00:09:05.219249713+00:00,12.1785,0.05
2024-06-01T00:09:11.337442531+00:00,12.1605,0.05
2024-06-01T00:09:16.150640052+00:00,12.1483,0.05
2024-06-01T00:09:17.020276904+00:00,12.178,0.05
2024-06-01T00:09:17.584690404+00:00,12.2049,0.05
2024-06-01T00:09:17.631566938+00:00,12.2315,0.05
2024-06-01T00:09:18.323508406+00:00,12.1202,0.05
2024-06-01T00:09:19.660374248+00:00,12.2497,0.05
2024-06-01T00:09:21.262140922+00:00,12.1679,0.05
2024-06-01T00:09:21.395707312+00:00,12.2164,0.05
2024-06-01T00:09:25.263559423+00:00,12.1498,0.05
2024-06-01T00:09:39.731368130+00:00,12.1067,0.05
2024-06-01T00:09:40.268694971+00:00,12.118,0.05
2024-06-01T00:09:41.541852617+00:00,12.1559,0.05
2024-06-01T00:09:46.197752032+00:00,12.1843,0.05
2024-06-01T00:09:48.973304090+00:00,12.1606,0.05
