timestamp,magnitude,error
2024-06-01T00:00:14.670504529+00:00,8.319,0.05
2024-06-01T00:00:16.309280098+00:00,7.9913,0.05
2024-06-01T00:00:18.535702221+00:00,7.8995,0.05
2024-06-01T00:00:21.070086665+00:00,8.0536,0.05
2024-06-01T00:00:30.321593190+00:00,9.5758,0.05
2024-06-01T00:00:30.528440727+00:00,9.5939,0.05
2024-06-01T00:00:33.125974024+00:00,9.6181,0.05
2024-06-01T00:00:42.782720510+00:00,8.313,0.05
2024-06-01T00:00:44.434610021+00:00,8.1183,0.05
2024-06-01T00:00:44.442331643+00:00,8.0105,0.05
2024-06-01T00:00:46.646800155+00:00,7.9369,0.05
2024-06-01T00:00:52.026890185+00:00,8.4387,0.05
2024-06-01T00:00:54.000834627+00:00,8.7894,0.05
2024-06-01T00:00:56.284694404+00:00,9.1564,0.05
2024-06-01T00:00:58.672798467+00:00,9.5487,0.05
2024-06-01T00:01:10.706340543+00:00,8.304,0.05
2024-06-01T00:01:12.066378060+00:00,8.1167,0.05
2024-06-01T00:01:16.975955106+00:00,7.9915,0.05
2024-06-01T00:01:19.525248570+00:00,8.3201,0.05
2024-06-01T00:01:21.022857633+00:00,8.6053,0.05
2024-06-01T00:01:21.047875330+00:00,8.6294,0.05
2024-06-01T00:01:24.616379970+00:00,9.27,0.05
2024-06-01T00:01:32.118927802+00:00,9.4685,0.05
2024-06-01T00:01:37.164942149+00:00,8.5994,0.05
2024-06-01T00:01:41.480824429+00:00,7.9125,0.05
2024-06-01T00:01:41.828463059+00:00,7.9871,0.05
2024-06-01T00:01:51.225163681+00:00,9.0295,0.05
2024-06-01T00:01:53.118140324+00:00,9.3596,0.05
2024-06-01T00:01:53.301852285+00:00,9.4239,0.05
2024-06-01T00:01:57.297496437+00:00,9.6029,0.05
2024-06-01T00:02:00.337482792+00:00,9.3812,0.05
2024-06-01T00:02:00.920985235+00:00,9.3897,0.05
2024-06-01T00:02:06.560633093+00:00,8.3487,0.05
2024-06-01T00:02:07.063298079+00:00,8.2751,0.05
2024-06-01T00:02:09.554874258+00:00,7.9675,0.05
2024-06-01T00:02:09.973418510+00:00,7.9883,0.05
