timestamp,magnitude,error
2024-06-01T00:00:00.113792110+00:00,9.5836,0.05
2024-06-01T00:00:00.175753094+00:00,9.6508,0.05
2024-06-01T00:00:01.188963344+00:00,10.1334,0.05
2024-06-01T00:00:01.805637317+00:00,10.4101,0.05
2024-06-01T00:00:04.933784166+00:00,11.968,0.05
2024-06-01T00:00:07.811101891+00:00,11.7173,0.05
2024-06-01T00:00:08.216758452+00:00,11.5466,0.05
2024-06-01T00:00:09.348036333+00:00,10.8761,0.05
2024-06-01T00:00:10.832560069+00:00,10.0506,0.05
2024-06-01T00:00:13.432676807+00:00,9.3012,0.05
2024-06-01T00:00:14.030378099+00:00,9.3966,0.05
2024-06-01T00:00:14.733599325+00:00,9.5622,0.05
2024-06-01T00:00:18.357415871+00:00,11.4264,0.05
2024-06-01T00:00:20.002064937+00:00,12.0615,0.05
2024-06-01T00:00:20.670309917+00:00,12.1,0.05
2024-06-01T00:00:28.689269411+00:00,9.3606,0.05
2024-06-01T00:00:36.397160599+00:00,12.0604,0.05
2024-06-01T00:00:39.792221744+00:00,10.5324,0.05
2024-06-01T00:00:41.532173994+00:00,9.5718,0.05
2024-06-01T00:00:43.899027146+00:00,9.4002,0.05
2024-06-01T00:00:48.029035767+00:00,11.4183,0.05
2024-06-01T00:00:54.056413018+00:00,10.7324,0.05
2024-06-01T00:00:58.991984337+00:00,9.451,0.05
2024-06-01T00:00:59.068999730+00:00,9.5176,0.05
2024-06-01T00:01:11.611985131+00:00,9.487,0.05
2024-06-01T00:01:12.250975079+00:00,9.3487,0.05
2024-06-01T00:01:18.747853480+00:00,11.878,0.05
2024-06-01T00:01:22.984795450+00:00,11.182,0.05
2024-06-01T00:01:23.149515582+00:00,11.0722,0.05
2024-06-01T00:01:25.167896976+00:00,9.9351,0.05
2024-06-01T00:01:34.446321308+00:00,12.0349,0.05
2024-06-01T00:01:36.865263493+00:00,11.7336,0.05
2024-06-01T00:01:38.926195106+00:00,10.6272,0.05
2024-06-01T00:01:40.639339467+00:00,9.592,0.05
2024-06-01T00:01:44.760280087+00:00,9.9871,0.05
2024-06-01T00:01:46.261137614+00:00,10.8389,0.05
2024-06-01T00:01:55.080851313+00:00,9.8466,0.05
2024-06-01T00:01:58.580226521+00:00,9.5228,0.05
2024-06-01T00:02:01.244848334+00:00,10.9579,0.05
2024-06-01T00:02:03.154413595+00:00,11.8754,0.05
2024-06-01T00:02:03.853827332+00:00,12.0876,0.05
2024-06-01T00:02:04.906338222+00:00,12.0776,0.05
2024-06-01T00:02:05.168095040+00:00,12.0239,0.05
2024-06-01T00:02:05.479345309+00:00,12.0418,0.05
2024-06-01T00:02:12.295298861+00:00,9.2824,0.05
2024-06-01T00:02:12.618841010+00:00,9.3978,0.05
2024-06-01T00:02:13.260462468+00:00,9.4137,0.05
2024-06-01T00:02:15.702516493+00:00,10.6759,0.05
2024-06-01T00:02:23.490184271+00:00,10.4908,0.05
2024-06-01T00:02:30.491313728+00:00,10.6551,0.05
2024-06-01T00:02:31.451683830+00:00,11.2375,0.05
2024-06-01T00:02:32.497890722+00:00,11.7535,0.05
2024-06-01T00:02:38.132695380+00:00,10.6536,0.05
2024-06-01T00:02:39.584780748+00:00,9.8661,0.05
2024-06-01T00:02:40.632866146+00:00,9.4446,0.05
2024-06-01T00:02:43.229824380+00:00,9.6827,0.05
2024-06-01T00:02:46.110981044+00:00,11.1851,0.05
2024-06-01T00:02:50.656767470+00:00,11.8154,0.05
2024-06-01T00:02:55.151724586+00:00,9.5381,0.05
2024-06-01T00:02:55.489436420+00:00,9.4321,0.05
2024-06-01T00:02:55.671935588+00:00,9.4177,0.05
2024-06-01T00:02:59.932655483+00:00,10.4965,0.05
2024-06-01T00:03:00.220215061+00:00,10.6742,0.05
2024-06-01T00:03:00.450606690+00:00,10.7558,0.05
2024-06-01T00:03:02.926919352+00:00,11.9738,0.05
2024-06-01T00:03:10.621873708+00:00,9.4227,0.05
2024-06-01T00:03:11.093261791+00:00,9.3149,0.05
2024-06-01T00:03:15.245916178+00:00,10.8163,0.05
2024-06-01T00:03:18.729200483+00:00,12.1288,0.05
2024-06-01T00:03:20.203255509+00:00,11.8296,0.05
2024-06-01T00:03:21.554177242+00:00,11.2551,0.05
2024-06-01T00:03:35.519861701+00:00,11.719,0.05
2024-06-01T00:03:39.745538084+00:00,9.5258,0.05
2024-06-01T00:03:45.950732711+00:00,11.4452,0.05
2024-06-01T00:03:46.306573410+00:00,11.6322,0.05
2024-06-01T00:03:48.843264697+00:00,12.1244,0.05
2024-06-01T00:04:00.855662981+00:00,11.4145,0.05
2024-06-01T00:04:01.631064948+00:00,11.7772,0.05
2024-06-01T00:04:04.050369714+00:00,12.1205,0.05
2024-06-01T00:04:05.402651276+00:00,11.5988,0.05
2024-06-01T00:04:08.676659382+00:00,9.8004,0.05
2024-06-01T00:04:09.746457279+00:00,9.3888,0.05
2024-06-01T00:04:09.975057671+00:00,9.3726,0.05
2024-06-01T00:04:13.318738016+00:00,10.1229,0.05
2024-06-01T00:04:19.135820871+00:00,11.988,0.05
2024-06-01T00:04:21.013074436+00:00,11.163,0.05
2024-06-01T00:04:23.257844783+00:00,9.8995,0.05
2024-06-01T00:04:24.540449523+00:00,9.4801,0.05
2024-06-01T00:04:26.770672215+00:00,9.5294,0.05
2024-06-01T00:04:28.568785432+00:00,10.3464,0.05
2024-06-01T00:04:33.924858641+00:00,12.0158,0.05
2024-06-01T00:04:38.274803720+00:00,9.7766,0.05
